_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,flow_rate_uL/min,date_of_experiment,TX_plate_name,TX_project_name,TX_sample_name,total_counts,flow_volume,cells/mL
5f638bd7a3d6756f85d52d55,sample.duke_haase.07fc6c3af8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,41aee72492b4315214a3a75abd2b0126bbc5c46a,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,2.5,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638b7334842d65bd361bef,sample.duke_haase.07fc7180f8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,ba7fd50b84c7dfe7b3050ecbe331ac4002729153,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,3.0,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638b8d0f438bb5e28d2450,sample.duke_haase.07fc76c6f8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,f53a675a1494c96eba12ba949ae5c3fac307d695,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,3.5,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638bb8404d618ed09829fc,sample.duke_haase.07fc7cb6f8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,bac5f775e7424db1b2924ce272d2fafee3a862fd,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,4.0,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638b9d00b1a3c624178781,sample.duke_haase.07fc81a2f8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,46e2dc47e4bd8e7ba729261c61f0fb619216d6aa,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,4.5,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638bcc3ae95941531aa010,sample.duke_haase.07fc86f2f8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,2aa8c80bdccaf32792806962d1f2ea0498982964,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,5.0,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638b881ccc666f54cbf9db,sample.duke_haase.07fc8c38f8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,9db53e19e29d7158f7307d4ffbe1fad4ef3ddbcd,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,5.5,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638ba8fe02281b5ae6d93f,sample.duke_haase.07fc917ef8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,18e578d267ad49ff1d5bb945c7c4f7ef75a79d41,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [15.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,15.0,%,"['Ethanol|15.0|%', 'Media|YEPD|NA']",22.0,celsius,6.0,hour,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,S288c,30000,9000,3333333.33333
5f638bec944ad0d18eab07ab,sample.duke_haase.07fcca5ef8ed11eabb87acde48001122.experiment.duke_haase.ethanol_20200911_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200911_FLOW,duke_haase,1,975162f96bc886f5a7e8e4f35d03e761b5d69744,"beads_spherotech_rainbow | 22.0 | [] | {""Media"": [""YEPD""]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,BEAD_FLUORESCENCE,,,,,,['Media|YEPD|NA'],22.0,celsius,,,,25,11-Sep-2020,NA,live_dead_ethanol_09112020,BEADS,30000,37000,810810.81081
5f638c1f7f928efbdec7b67b,sample.duke_haase.4730f154f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,443ed89507d18f774602cdae87d80ffeded48874,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,0.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c1f7f928efbdec7b681,sample.duke_haase.4730f85cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,fef6b40a08a494b52f66df91892d7115e7e10b02,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,1.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c02d9d5e6f631a6d462,sample.duke_haase.4730fdcaf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,83e33ab426d4a5f9850724c4f8e38fdd418d5aae,"S288c_a | 22.0 | [1.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,1.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,14000,2142857.14286
5f638c207f928efbdec7b68c,sample.duke_haase.47310324f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,b74c105f57a1e8d6c89ff5b061e619454685f1e9,"S288c_a | 22.0 | [2.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,2.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c217f928efbdec7b692,sample.duke_haase.47310874f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,f60d7c040a584335417cba973515113eabd4a868,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,2.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c217f928efbdec7b698,sample.duke_haase.47310dcef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,4316bfd95bbe2d36560ee3487e101b51d7b80fda,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,3.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,17000,1764705.88235
5f638c227f928efbdec7b69e,sample.duke_haase.4731131ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,e75c85ffc95f5e3b187cbd2b8d318ae0d3d39549,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,3.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c12ba242b169dc78b98,sample.duke_haase.47311864f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,771917aecb33654da9ef5aadd532c1e2da20ee0a,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,4.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c237f928efbdec7b6a9,sample.duke_haase.47311db4f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,1eda7eb8ec5a0fb2d275befb7e945bff81fa9d72,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,4.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c247f928efbdec7b6af,sample.duke_haase.47312304f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,840ad28fca781bef557e8212b0d6bbf392f4efc4,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,5.0,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,17000,1764705.88235
5f638c247f928efbdec7b6b5,sample.duke_haase.47312854f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,ae13498779590e5db37d8518bff31820cb4a47cd,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,5.5,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,17000,1764705.88235
5f638c0d14305d5a058c25d4,sample.duke_haase.47312daef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,c1a64f6b236e5a753be50d8cc56dedf65272911a,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,6.0,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,18000,1666666.66667
5f638c079a370334edd1c67c,sample.duke_haase.473132fef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,3b7942820c8b68882d17249b777d5d37a7a3e3fd,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,0.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c267f928efbdec7b6c5,sample.duke_haase.4731384ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,a11fd35e7558aaeab9af2e1999a0cea1ee6510ae,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,16000,1875000.0
5f638c277f928efbdec7b6cb,sample.duke_haase.47313d9ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,8d96f9ebc299cdaf834564252fcaa46ee9817109,"S288c_a | 22.0 | [1.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,24000,1250000.0
5f638c277f928efbdec7b6d1,sample.duke_haase.47314212f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,6e808b31bdf868d1fe8bb10b4e4b5f4623f87f53,"S288c_a | 22.0 | [2.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c287f928efbdec7b6d7,sample.duke_haase.4731476cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,6c5545ac3a14691b5cc642c62a5f0751d4a7d6c7,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c287f928efbdec7b6dd,sample.duke_haase.47314cbcf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,e9ff91959bc77ccce3b62f5999da1ff74f3ec54f,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,16000,1875000.0
5f638c297f928efbdec7b6e3,sample.duke_haase.4731520cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,32affe214e22feb1631bc7fd495145aac290bb0c,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,16000,1875000.0
5f638c2a7f928efbdec7b6e9,sample.duke_haase.4731575cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,f35716f18854f892826b948060abbf3b0be1de52,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c2a7f928efbdec7b6ef,sample.duke_haase.47315cb6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,b61b30b6206745af2820500a6d52d4e8b18777e4,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.5,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c2b7f928efbdec7b6f5,sample.duke_haase.47316300f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,8c4b44949165387fac6aa22e545997f4cee376d2,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.0,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,16000,1875000.0
5f638c223bcb85adfeeccf66,sample.duke_haase.473168faf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,b56697c6eaa7710ccdf5bc7e12147ec23648fbe4,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.5,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,15000,2000000.0
5f638c2c7f928efbdec7b700,sample.duke_haase.47316e72f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,1,bdaf2eb1b9b13d9a0951320b0909fc6b47dda552,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,6.0,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09152020,S288c,30000,17000,1764705.88235
5f638c2c7f928efbdec7b706,sample.duke_haase.4731abc6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_FLOW,duke_haase,3,975162f96bc886f5a7e8e4f35d03e761b5d69744,"beads_spherotech_rainbow | 22.0 | [] | {""Media"": [""YEPD""]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,BEAD_FLUORESCENCE,,,,,,['Media|YEPD|NA'],22.0,celsius,,,,100,15-Sep-2020,NA,live_dead_ethanol_09152020,BEADS,30000,79000,379746.83544
5f64cb5bc33e9407f6d2be84,sample.duke_haase.c92e098cf9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,8d4ab8827afa81f5dd2234d14458f0939ed94cdc,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [5.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,0.5,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,18000,1666666.66667
5f64cb51edb09032753ef205,sample.duke_haase.c92e0fb8f9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,783aa74da1bc87d72aaddc9107720dce2fbbe716,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [5.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,1.0,hour,,25,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,16000,1875000.0
