_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,reference_sample_id,CFU,culture_cells/ml,estimated_cells_plated,estimated_cells/ml,percent_killed,date_of_experiment
5f638c35d16eca1d68913d1d,sample.duke_haase.47278f24f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,dd54f694131923abe9c6d281b063b7d134a1824c,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,0.5,hour,sample.duke_haase.4728da3cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,89,5900000,159,3293000,44.19,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.472794a6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,dd54f694131923abe9c6d281b063b7d134a1824c,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,0.5,hour,sample.duke_haase.4728da3cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,91,5900000,159,3367000,42.93,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47279a0af8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,10e80a9c57c9bacf1ba74644c666e64c10c58420,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.0,hour,sample.duke_haase.4728f774f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,130,6850000,185,4810000,29.78,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47279f64f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,10e80a9c57c9bacf1ba74644c666e64c10c58420,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.0,hour,sample.duke_haase.4728f774f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,140,6850000,185,5180000,24.38,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727a4bef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,10e80a9c57c9bacf1ba74644c666e64c10c58420,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.0,hour,sample.duke_haase.4728f774f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,133,6850000,185,4921000,28.16,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727aafef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,b50733de0799562003257407fff8b1d0cc3923a2,"S288c_a | 22.0 | [1.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.5,hour,sample.duke_haase.47290af2f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,72,9300000,251,2664000,71.35,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727b18ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,b50733de0799562003257407fff8b1d0cc3923a2,"S288c_a | 22.0 | [1.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.5,hour,sample.duke_haase.47290af2f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,46,9300000,251,1702000,81.7,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727b7a6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,b50733de0799562003257407fff8b1d0cc3923a2,"S288c_a | 22.0 | [1.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,1.5,hour,sample.duke_haase.47290af2f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,39,9300000,251,1443000,84.48,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727bfbcf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,0a0dcd9471d1bb5bc687f1cb30746449cfe8c67d,"S288c_a | 22.0 | [2.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.0,hour,sample.duke_haase.47291eb6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,198,11900000,322,7326000,38.44,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727c70af8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,0a0dcd9471d1bb5bc687f1cb30746449cfe8c67d,"S288c_a | 22.0 | [2.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.0,hour,sample.duke_haase.47291eb6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,147,11900000,322,5439000,54.29,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727ccfaf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,0a0dcd9471d1bb5bc687f1cb30746449cfe8c67d,"S288c_a | 22.0 | [2.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.0,hour,sample.duke_haase.47291eb6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,139,11900000,322,5143000,56.78,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727d29af8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,20cf491048aed72c464235a0cb4eaf453cbbc243,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.5,hour,sample.duke_haase.4729319ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,161,15200000,329,7446250,51.01,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727d7fef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,20cf491048aed72c464235a0cb4eaf453cbbc243,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.5,hour,sample.duke_haase.4729319ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,133,15200000,329,6151250,59.53,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727dd4ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,20cf491048aed72c464235a0cb4eaf453cbbc243,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,2.5,hour,sample.duke_haase.4729319ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,187,15200000,329,8648750,43.1,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727e2a8f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,efd0d7e84b1e9ddcb23135bd508fbe46bd25c647,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.0,hour,sample.duke_haase.47294472f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,72,18700000,320,4206315,77.51,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727e92ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,efd0d7e84b1e9ddcb23135bd508fbe46bd25c647,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.0,hour,sample.duke_haase.47294472f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,41,18700000,320,2395263,87.19,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727eee2f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,efd0d7e84b1e9ddcb23135bd508fbe46bd25c647,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.0,hour,sample.duke_haase.47294472f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,72,18700000,320,4206315,77.51,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727f446f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,b2b37200ba32cb3a673d0e00cd895bf682c887d5,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.5,hour,sample.duke_haase.472957a0f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,40,25800000,325,3171428,87.71,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727f9aaf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,b2b37200ba32cb3a673d0e00cd895bf682c887d5,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.5,hour,sample.duke_haase.472957a0f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,40,25800000,325,3171428,87.71,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4727fe8cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,b2b37200ba32cb3a673d0e00cd895bf682c887d5,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,3.5,hour,sample.duke_haase.472957a0f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,42,25800000,325,3329999,87.09,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47280382f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,616ade5577f29c673e28e1f572c82458962433e2,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.0,hour,sample.duke_haase.47296b0af8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,89,37200000,335,9879000,73.44,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.472808d2f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,616ade5577f29c673e28e1f572c82458962433e2,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.0,hour,sample.duke_haase.47296b0af8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,47,37200000,335,5217000,85.98,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47280e2cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,616ade5577f29c673e28e1f572c82458962433e2,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.0,hour,sample.duke_haase.47296b0af8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,84,37200000,335,9324000,74.94,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47281386f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,b231168ce28203ab30eaa3cf7d8c1a6c665a02f3,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.5,hour,sample.duke_haase.472982def8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,15,53200000,335,2378571,95.53,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.472818d6f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,b231168ce28203ab30eaa3cf7d8c1a6c665a02f3,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.5,hour,sample.duke_haase.472982def8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,12,53200000,335,1902857,96.42,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47281e30f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,b231168ce28203ab30eaa3cf7d8c1a6c665a02f3,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,4.5,hour,sample.duke_haase.472982def8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,20,53200000,335,3171428,94.04,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4728238af8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,740df9f3d3dfd0ef48f4e931bdb3e20639faa49d,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.0,hour,sample.duke_haase.47299670f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,25,58400000,316,4625000,92.08,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.472828e4f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,740df9f3d3dfd0ef48f4e931bdb3e20639faa49d,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.0,hour,sample.duke_haase.47299670f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,21,58400000,316,3885000,93.35,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47282e3ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,740df9f3d3dfd0ef48f4e931bdb3e20639faa49d,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.0,hour,sample.duke_haase.47299670f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,19,58400000,316,3515000,93.98,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.4728338ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,099a5cc16489b7bd7065c84a0ac6459d1c355cad,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.5,hour,sample.duke_haase.4729a958f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,10,84400000,304,2775000,96.71,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.472838e8f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,099a5cc16489b7bd7065c84a0ac6459d1c355cad,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.5,hour,sample.duke_haase.4729a958f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,14,84400000,304,3885000,95.4,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47283e38f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,099a5cc16489b7bd7065c84a0ac6459d1c355cad,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,5.5,hour,sample.duke_haase.4729a958f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,5,84400000,304,1387500,98.36,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47284392f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,1,76b021eb9cda3c92d999c174ef35d9b594bb9c46,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,6.0,hour,sample.duke_haase.4729bc0ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,5,103000000,278,1850000,98.2,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.472848e2f8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,2,76b021eb9cda3c92d999c174ef35d9b594bb9c46,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,6.0,hour,sample.duke_haase.4729bc0ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,9,103000000,278,3330000,96.77,20200915
5f638c35d16eca1d68913d1d,sample.duke_haase.47284e3cf8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200915_CFU,duke_haase,3,76b021eb9cda3c92d999c174ef35d9b594bb9c46,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [10.0], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,10.0,%,"['Ethanol|10.0|%', 'Media|YEPD|NA']",22.0,celsius,6.0,hour,sample.duke_haase.4729bc0ef8ee11ea87a3acde48001122.experiment.duke_haase.ethanol_20200915_CFU,5,103000000,278,1850000,98.2,20200915
5f4ebc7c797313b237573d0f,sample.duke_haase.890c8d2ae95a11eaa54bacde48001122.experiment.duke_haase.ethanol_20200826_CFU,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200826_CFU,duke_haase,1,67dc61229290f4c6da01fe80a78411d932a33098,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [12.5], ""Media"": [""YEPD""]} | CFU | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,12.5,%,"['Ethanol|12.5|%', 'Media|YEPD|NA']",22.0,celsius,0.5,hour,sample.duke_haase.890dfb88e95a11eaa54bacde48001122.experiment.duke_haase.ethanol_20200826_CFU,24,1440000,42,829090,42.42,20200826
